"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US75228","ZCTA5 75228","24420","855","6.3","1.2","4.4","1.2","6.8","1.4","9.4","2.0","12.6","1.9","21.2","3.0","12.0","1.8","15.6","2.0","6.0","1.3","5.8","1.0","62667","2257","84469","5335","61.1","(X)","(X)","(X)","(X)","(X)","15887","860","5.1","1.7","3.0","1.2","4.8","1.6","8.3","2.2","12.6","2.4","22.3","3.9","14.0","2.9","17.2","2.5","6.0","1.4","6.7","1.2","68902","4064","90984","6483","(X)","(X)","65.5","(X)","(X)","(X)","9622","779","2.3","2.0","0.6","0.6","1.8","1.0","5.5","2.3","11.6","3.1","21.9","5.3","14.7","3.4","22.9","3.5","8.9","2.3","9.7","2.1","86391","9920","110049","10273","(X)","(X)","(X)","(X)","(X)","(X)","8533","612","10.8","2.6","8.4","3.1","11.2","2.5","10.6","2.9","12.8","2.7","18.5","3.8","9.0","2.9","10.0","2.4","4.7","2.3","3.9","1.5","45740","4548","67338","8818","(X)","(X)","(X)","(X)","51.5","(X)",
"860Z200US75229","ZCTA5 75229","11763","541","2.4","1.0","2.1","0.9","2.6","1.1","4.9","2.0","8.3","2.4","8.9","2.5","12.9","2.7","16.6","2.5","12.2","2.1","29.4","2.4","121469","9354","206938","12737","39.6","(X)","(X)","(X)","(X)","(X)","8867","453","1.9","1.1","2.0","1.0","2.0","1.2","6.5","2.7","5.8","2.5","7.3","2.4","11.7","3.0","16.4","3.6","12.6","2.6","33.9","3.1","138095","9020","233650","15440","(X)","(X)","42.3","(X)","(X)","(X)","6964","424","1.0","0.7","1.6","1.1","1.1","1.0","4.8","2.9","4.7","2.3","5.5","2.3","10.8","3.5","15.4","3.9","14.0","2.9","41.1","3.9","167857","11249","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2896","405","5.6","3.1","2.3","1.7","5.6","2.8","4.9","2.7","14.2","5.4","14.6","6.8","16.3","5.0","15.7","5.2","11.4","4.3","9.5","3.0","81250","16182","111603","15699","(X)","(X)","(X)","(X)","28.0","(X)",
"860Z200US75230","ZCTA5 75230","13357","801","3.2","1.3","2.1","1.8","6.0","2.1","7.5","2.8","7.3","2.6","12.0","3.0","9.7","2.5","12.4","2.4","7.7","2.1","32.2","2.7","110956","17198","211446","17355","30.9","(X)","(X)","(X)","(X)","(X)","7106","524","1.3","1.3","2.2","3.1","1.0","0.8","4.3","1.8","3.1","2.0","6.8","3.0","8.7","3.3","12.0","3.7","8.9","2.2","51.7","4.3","210327","24537","313735","27202","(X)","(X)","30.6","(X)","(X)","(X)","5914","474","0.7","0.6","0.0","0.8","1.1","0.9","1.4","1.1","2.7","2.2","6.5","3.1","8.7","3.9","11.5","4.0","8.0","2.2","59.4","5.0","248575","18150","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6251","621","6.1","2.7","2.0","1.4","11.6","4.3","12.8","5.2","11.4","4.7","16.4","4.7","10.7","3.6","12.7","3.3","7.2","3.4","9.0","2.9","55778","7666","93447","12118","(X)","(X)","(X)","(X)","29.2","(X)",
"860Z200US75231","ZCTA5 75231","18038","853","6.2","1.8","3.4","1.4","7.2","1.6","9.8","2.7","15.7","2.8","20.1","3.1","12.7","2.1","11.1","1.8","4.7","1.3","9.0","1.8","58540","3749","87687","5590","36.0","(X)","(X)","(X)","(X)","(X)","7748","752","2.2","1.3","1.1","0.8","5.7","2.0","10.5","4.6","16.4","3.7","16.5","3.9","9.7","2.9","13.6","3.3","8.0","2.3","16.5","2.9","71502","7546","118665","11075","(X)","(X)","44.2","(X)","(X)","(X)","4902","612","1.1","0.8","0.7","0.7","3.3","2.3","8.2","5.8","11.5","3.9","12.5","3.9","11.3","3.5","14.0","3.9","11.9","3.6","25.4","4.4","103000","13393","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10290","851","9.6","3.0","5.2","2.3","8.8","2.4","9.2","3.0","16.2","3.4","22.1","4.4","14.8","3.1","8.5","2.4","2.2","1.2","3.4","1.8","51179","4998","63072","6386","(X)","(X)","(X)","(X)","28.0","(X)",
"860Z200US75232","ZCTA5 75232","11106","644","8.9","2.9","4.2","2.6","8.0","2.3","5.9","1.9","13.9","3.2","20.8","3.5","15.3","3.6","13.5","3.6","6.7","2.5","3.0","1.4","61847","4184","74239","5412","49.4","(X)","(X)","(X)","(X)","(X)","7724","607","3.3","2.1","3.9","3.5","6.4","2.6","5.7","2.3","12.9","4.1","22.9","4.7","16.9","4.5","17.6","4.9","7.8","2.5","2.6","1.6","71380","5394","82068","6812","(X)","(X)","52.2","(X)","(X)","(X)","4473","578","2.9","2.7","3.5","4.3","4.6","2.0","4.5","2.6","10.0","6.3","21.0","5.3","22.5","6.8","20.0","5.0","8.7","3.4","2.2","2.3","77580","4107","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3382","427","21.6","8.0","5.2","3.1","11.8","5.0","6.9","3.4","18.2","5.7","17.4","5.3","8.7","4.6","3.7","3.7","4.6","6.1","2.0","2.0","36652","7108","51074","10223","(X)","(X)","(X)","(X)","42.3","(X)",
"860Z200US75233","ZCTA5 75233","4728","417","2.1","1.6","9.8","4.3","8.4","3.9","16.1","6.1","13.8","5.0","12.0","4.5","10.0","4.6","15.9","5.1","5.8","2.7","6.2","2.7","49870","11049","77719","8061","46.7","(X)","(X)","(X)","(X)","(X)","3277","418","4.4","3.6","10.4","5.7","10.7","6.1","10.7","5.6","13.9","5.8","12.6","5.5","8.6","5.2","18.3","6.3","4.6","2.7","5.8","3.0","49848","16004","75285","11504","(X)","(X)","43.3","(X)","(X)","(X)","1674","258","0.8","1.3","5.3","5.9","7.4","6.0","6.7","5.6","13.0","7.3","21.5","10.4","10.3","6.0","23.0","9.3","6.9","3.6","5.2","4.1","65709","14701","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1451","291","3.0","4.6","8.3","5.3","13.4","9.6","25.2","12.9","11.5","6.6","9.8","9.4","2.8","3.2","10.4","7.3","9.4","7.0","6.3","6.2","35044","9619","71463","16790","(X)","(X)","(X)","(X)","48.0","(X)",
"860Z200US75234","ZCTA5 75234","12842","542","2.8","1.4","2.0","1.1","3.8","1.2","4.3","1.5","10.3","2.9","18.1","2.5","14.2","2.5","23.0","3.1","10.5","2.0","10.8","1.6","86733","5657","109735","4562","38.3","(X)","(X)","(X)","(X)","(X)","7929","450","1.4","0.9","1.4","1.2","2.8","1.5","4.2","1.9","9.6","3.7","17.3","3.1","13.4","2.9","22.9","3.8","13.0","3.0","14.1","2.4","99961","13474","121893","6989","(X)","(X)","44.9","(X)","(X)","(X)","5662","403","0.6","0.5","2.0","1.7","2.9","2.0","2.8","1.9","6.2","2.7","13.4","3.6","12.4","3.6","24.6","4.5","16.6","4.0","18.6","3.2","118951","5431","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4913","488","5.7","3.3","3.0","2.2","5.8","2.0","5.1","2.7","11.9","4.7","18.2","4.7","16.6","4.3","21.9","5.6","6.6","2.5","5.3","1.9","75225","5931","88208","6546","(X)","(X)","(X)","(X)","27.4","(X)",
"860Z200US75235","ZCTA5 75235","9579","740","9.7","2.9","4.0","1.7","3.1","1.7","6.4","3.5","16.2","4.4","20.8","4.2","12.2","3.8","15.0","4.4","7.1","2.5","5.5","2.6","63393","6721","79901","7599","32.7","(X)","(X)","(X)","(X)","(X)","3767","527","5.4","5.1","5.7","3.7","4.4","3.4","7.1","6.9","12.3","6.4","17.3","4.8","8.6","3.6","21.9","7.2","7.7","4.3","9.6","5.6","72114","18016","95179","15053","(X)","(X)","36.0","(X)","(X)","(X)","2475","483","5.6","6.9","4.5","5.0","2.5","3.2","4.4","4.6","7.6","6.2","12.3","5.3","11.1","5.0","29.5","10.0","11.7","6.6","10.8","8.5","103125","15178","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5812","567","13.0","4.5","2.9","1.5","2.3","1.5","6.0","2.9","18.2","5.6","23.1","5.7","14.5","5.7","11.6","4.6","6.0","2.5","2.5","1.7","61656","7171","69247","6988","(X)","(X)","(X)","(X)","30.6","(X)",
"860Z200US75236","ZCTA5 75236","7110","457","7.3","3.4","8.9","4.0","7.3","3.3","10.8","4.0","16.3","5.4","21.2","5.1","8.7","3.1","11.0","3.5","4.0","2.2","4.6","2.4","49715","4348","70081","7450","44.1","(X)","(X)","(X)","(X)","(X)","4272","433","4.8","2.5","9.2","6.6","4.7","3.9","8.3","4.0","13.4","6.3","21.7","7.3","11.2","4.8","16.7","5.6","5.5","3.2","4.5","2.5","61847","13209","80892","11801","(X)","(X)","49.3","(X)","(X)","(X)","1997","351","0.8","1.4","0.6","1.0","0.0","2.5","1.6","2.5","5.2","3.5","22.7","9.5","21.4","9.2","29.5","9.0","8.6","5.2","9.6","5.2","99392","6292","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2838","477","11.6","7.4","11.6","6.4","11.2","5.9","16.6","8.5","19.2","9.4","16.7","7.8","4.9","3.6","2.0","2.4","1.5","1.8","4.8","4.9","34454","4938","50360","10425","(X)","(X)","(X)","(X)","35.3","(X)",
"860Z200US75237","ZCTA5 75237","7892","627","6.6","2.7","10.3","4.9","15.6","4.8","8.3","3.0","14.5","4.1","19.7","4.8","10.8","3.7","8.9","2.5","3.6","2.0","1.8","1.6","44318","6338","55364","5609","42.7","(X)","(X)","(X)","(X)","(X)","4136","535","7.9","4.7","6.1","5.3","10.3","5.4","9.6","5.1","18.7","6.6","20.4","6.2","13.4","5.4","10.1","3.9","1.4","1.6","2.0","1.9","46896","6203","56292","7114","(X)","(X)","57.4","(X)","(X)","(X)","1056","300","0.0","4.6","3.2","5.1","4.1","4.7","9.4","8.1","19.8","15.1","12.7","9.7","18.8","9.6","22.7","10.0","1.5","2.3","7.8","7.3","75441","13902","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3756","567","5.4","3.8","14.9","7.7","22.8","8.1","11.6","5.1","9.7","4.1","18.0","6.8","6.9","4.3","5.2","2.7","4.0","3.5","1.5","2.4","29201","8908","47653","8530","(X)","(X)","(X)","(X)","26.5","(X)",
"860Z200US75238","ZCTA5 75238","13171","669","2.3","1.5","3.1","1.5","5.7","1.9","8.6","2.6","10.7","2.4","16.7","3.1","9.7","2.4","12.9","2.3","7.6","1.7","22.6","2.8","82019","10330","133729","10002","28.5","(X)","(X)","(X)","(X)","(X)","8498","596","2.6","2.0","0.7","0.7","3.3","1.9","5.1","3.0","9.8","3.2","15.1","4.4","9.8","2.9","11.6","2.9","11.1","2.7","30.8","4.1","117823","14884","163795","14700","(X)","(X)","32.3","(X)","(X)","(X)","6243","497","1.6","1.8","0.4","0.4","0.7","1.0","3.4","2.6","6.0","2.4","10.6","3.5","9.7","3.1","13.0","3.6","14.0","3.5","40.6","4.6","162276","17850","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4673","567","2.2","1.9","7.5","3.7","10.6","3.9","15.8","5.9","15.0","4.2","18.7","4.6","7.1","2.8","15.9","3.6","2.5","1.5","4.8","1.8","48105","8081","73561","10826","(X)","(X)","(X)","(X)","21.7","(X)",
"860Z200US75240","ZCTA5 75240","11316","737","5.2","1.8","8.4","3.0","11.1","4.1","7.7","2.5","10.9","3.3","17.3","3.2","12.9","3.3","11.7","2.6","6.6","2.9","8.1","1.8","58320","4561","90205","7564","35.1","(X)","(X)","(X)","(X)","(X)","4782","487","2.8","2.0","1.4","1.5","10.6","4.3","1.5","1.2","11.8","6.4","23.9","5.0","15.4","5.2","13.3","4.6","5.2","2.1","14.2","3.3","72870","8149","124327","15184","(X)","(X)","34.4","(X)","(X)","(X)","2880","435","1.3","1.7","0.8","1.3","3.1","3.3","2.5","2.0","10.5","9.1","22.0","7.0","10.3","4.3","19.9","7.9","8.3","3.4","21.4","5.6","99533","22061","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6534","740","7.0","3.1","13.5","4.9","14.9","6.1","9.7","4.1","12.9","4.2","10.4","3.6","14.1","4.4","6.1","2.7","7.8","5.0","3.6","2.2","41860","8853","62179","9093","(X)","(X)","(X)","(X)","35.2","(X)",
"860Z200US75241","ZCTA5 75241","10415","556","6.9","2.5","7.5","2.4","10.3","2.5","8.3","2.6","15.2","3.1","22.4","3.7","10.8","3.2","13.1","3.7","3.6","1.7","1.9","1.0","53998","7238","62074","4498","54.5","(X)","(X)","(X)","(X)","(X)","7603","540","5.2","3.0","3.7","2.0","6.3","2.4","7.6","2.7","17.0","4.3","25.7","4.9","13.5","4.3","15.8","4.7","3.5","1.7","1.7","1.2","60927","5491","68829","5072","(X)","(X)","54.5","(X)","(X)","(X)","3446","429","3.0","4.4","0.3","0.5","2.3","2.5","4.6","2.9","10.8","4.3","34.2","8.3","17.7","7.0","19.8","7.4","4.8","2.3","2.5","2.0","70907","4224","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2812","413","12.2","4.9","19.6","7.9","19.7","6.0","12.3","5.7","13.7","5.8","16.1","5.5","1.8","1.4","2.6","2.8","1.1","1.7","1.0","1.1","23898","5261","34629","5328","(X)","(X)","(X)","(X)","52.3","(X)",
"860Z200US75243","ZCTA5 75243","27518","954","7.4","1.4","6.5","1.6","8.4","1.5","11.3","1.8","14.2","2.1","18.8","2.9","13.5","2.8","8.2","1.6","5.0","1.1","6.8","1.2","53618","2795","76914","3580","36.4","(X)","(X)","(X)","(X)","(X)","13664","861","3.9","1.5","3.8","1.5","7.2","2.5","11.4","2.1","11.7","2.3","20.7","3.8","13.9","3.5","9.6","2.2","7.2","1.9","10.6","1.8","63416","4314","96153","5640","(X)","(X)","40.2","(X)","(X)","(X)","8238","834","2.1","1.2","1.7","1.8","5.2","2.7","6.5","2.0","7.4","2.8","22.0","5.8","17.5","5.4","11.9","3.3","9.6","2.8","16.0","2.8","83013","7117","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13854","966","11.2","2.3","9.2","2.7","10.5","3.1","11.6","2.9","17.5","3.5","17.1","3.7","11.8","4.0","5.5","2.2","2.8","1.1","2.9","1.4","42078","3930","55302","4552","(X)","(X)","(X)","(X)","32.1","(X)",
"860Z200US75244","ZCTA5 75244","6020","407","2.8","1.5","1.2","1.0","1.0","0.9","4.8","2.9","5.6","1.8","14.8","4.1","12.8","4.5","19.7","4.9","10.0","3.6","27.5","4.3","120286","11120","175325","16634","32.2","(X)","(X)","(X)","(X)","(X)","3381","407","1.3","1.3","0.0","1.5","1.1","1.4","3.5","3.8","3.9","1.7","6.6","4.0","14.3","7.1","18.8","5.8","7.3","3.0","43.1","7.1","152014","43397","226195","27072","(X)","(X)","37.0","(X)","(X)","(X)","2745","390","1.3","1.5","0.0","1.8","1.0","1.6","4.4","4.6","4.5","2.1","4.6","2.8","13.4","8.0","14.1","4.4","8.7","3.6","48.1","8.5","192194","40211","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2639","406","4.6","3.6","2.7","2.2","0.8","0.9","6.3","4.5","8.2","3.7","27.8","7.7","12.5","5.5","19.0","7.4","11.1","5.9","7.1","3.6","74528","9550","105124","14891","(X)","(X)","(X)","(X)","25.5","(X)",
"860Z200US75246","ZCTA5 75246","1246","237","10.1","6.3","5.0","2.6","4.8","4.5","9.7","9.0","16.5","9.5","21.3","8.6","9.3","6.5","12.6","6.3","0.6","1.2","10.1","9.8","53555","11396","73457","17482","43.9","(X)","(X)","(X)","(X)","(X)","477","159","2.1","4.8","2.1","3.8","3.4","5.3","2.1","3.5","23.9","17.5","30.2","19.3","3.1","4.7","27.7","13.6","1.7","3.2","3.8","4.8","58482","11788","82962","15809","(X)","(X)","36.7","(X)","(X)","(X)","292","119","3.4","7.6","3.4","5.9","5.5","8.5","3.4","5.8","4.5","6.5","30.1","26.3","5.1","7.8","38.4","22.8","0.0","15.7","6.2","7.5","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","769","207","15.1","9.7","6.8","3.7","5.7","6.5","14.4","14.6","11.8","11.7","15.7","10.8","13.1","10.4","3.3","3.7","0.0","6.3","14.0","15.4","43706","25021","67561","29012","(X)","(X)","(X)","(X)","48.4","(X)",
"860Z200US75247","ZCTA5 75247","204","74","10.8","10.3","11.3","10.9","42.6","26.9","27.5","26.9","4.9","8.5","0.0","21.5","0.0","21.5","0.0","21.5","2.9","4.7","0.0","21.5","20200","7147","23587","7650","21.1","(X)","(X)","(X)","(X)","(X)","23","27","0.0","76.7","0.0","76.7","100.0","76.7","0.0","76.7","0.0","76.7","0.0","76.7","0.0","76.7","0.0","76.7","0.0","76.7","0.0","76.7","-","**","N","N","(X)","(X)","100.0","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","181","74","12.2","11.9","12.7","12.7","35.4","27.8","30.9","28.7","5.5","9.9","0.0","23.8","0.0","23.8","0.0","23.8","3.3","5.3","0.0","23.8","20288","9173","24144","8576","(X)","(X)","(X)","(X)","11.0","(X)",
"860Z200US75248","ZCTA5 75248","17184","903","4.1","1.8","1.2","0.7","2.4","1.1","4.5","1.4","6.3","1.4","17.1","3.3","14.2","3.6","14.7","2.9","10.7","2.3","24.8","2.2","100414","8399","159285","9037","32.4","(X)","(X)","(X)","(X)","(X)","9662","750","2.0","1.1","0.0","0.5","1.4","1.0","2.8","1.6","5.7","2.4","9.4","3.4","12.5","4.6","13.4","2.8","14.2","3.1","38.6","3.9","159781","14707","211677","14311","(X)","(X)","34.6","(X)","(X)","(X)","8082","623","0.9","0.7","0.0","0.6","0.3","0.3","2.5","1.5","2.3","1.5","9.4","3.8","10.1","4.2","15.0","3.2","15.8","3.6","43.8","4.5","177706","15369","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7522","801","7.2","3.9","2.8","1.5","4.2","2.2","6.6","2.5","8.7","2.4","27.6","5.7","13.4","5.5","16.2","5.4","6.3","3.7","6.8","2.6","66431","8088","89419","12754","(X)","(X)","(X)","(X)","27.8","(X)",
"860Z200US75249","ZCTA5 75249","5026","562","1.6","1.6","2.7","2.1","0.6","0.9","6.8","2.9","6.4","2.8","21.9","9.2","15.0","4.7","30.1","6.7","10.5","4.0","4.3","2.6","85500","14239","98192","6942","42.3","(X)","(X)","(X)","(X)","(X)","4114","600","1.6","1.9","1.5","1.6","0.4","1.0","6.4","3.9","5.5","3.2","26.6","10.2","14.6","6.7","28.7","6.6","10.6","4.8","4.1","2.8","84451","14956","98862","7880","(X)","(X)","41.3","(X)","(X)","(X)","2584","591","0.0","1.9","0.0","1.9","0.0","1.9","1.3","1.7","3.0","2.8","28.0","15.4","12.6","6.1","35.8","11.0","12.7","6.9","6.6","4.5","107429","27574","N","N","(X)","(X)","(X)","(X)","(X)","(X)","912","246","1.5","2.6","8.2","8.8","3.4","5.2","11.5","7.7","7.8","6.7","13.9","6.6","32.0","15.7","15.5","10.5","6.1","5.2","0.0","5.3","75463","15691","70555","9094","(X)","(X)","(X)","(X)","46.6","(X)",
"860Z200US75251","ZCTA5 75251","2234","591","6.6","6.2","2.3","2.9","2.4","2.7","0.0","2.2","3.8","3.8","17.9","10.4","42.4","17.1","16.5","8.2","5.0","3.8","3.2","3.1","90396","8394","89806","9110","27.2","(X)","(X)","(X)","(X)","(X)","619","270","0.0","7.8","0.0","7.8","0.0","7.8","0.0","7.8","0.0","7.8","37.3","22.0","31.3","27.7","14.2","16.4","11.6","11.7","5.5","7.4","79923","20030","103728","21540","(X)","(X)","38.3","(X)","(X)","(X)","353","132","0.0","13.2","0.0","13.2","0.0","13.2","0.0","13.2","0.0","13.2","20.4","18.0","30.3","28.9","19.3","23.0","20.4","16.7","9.6","11.9","87260","74422","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1615","597","9.2","8.6","3.2","4.1","3.3","3.8","0.0","3.0","5.3","5.3","14.6","9.4","46.6","22.4","13.1","10.4","2.4","3.7","2.3","3.2","90750","7301","82632","10907","(X)","(X)","(X)","(X)","22.9","(X)",
"860Z200US75252","ZCTA5 75252","13566","508","6.8","1.6","3.3","1.5","7.1","2.0","6.7","1.6","6.6","1.7","12.8","2.2","11.8","2.3","15.7","2.6","8.7","1.8","20.4","2.2","85000","7356","134393","7785","30.7","(X)","(X)","(X)","(X)","(X)","6853","419","2.8","1.6","2.6","1.5","5.9","2.6","3.9","2.0","2.0","1.3","7.8","2.7","10.8","2.9","17.6","4.0","12.1","3.0","34.4","4.3","146366","7978","190683","14248","(X)","(X)","28.1","(X)","(X)","(X)","5698","424","2.4","1.7","2.4","1.5","3.1","1.8","2.3","1.8","1.1","0.9","7.4","2.9","8.0","2.7","19.3","5.0","13.7","3.3","40.3","4.7","163672","15408","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6713","545","11.1","2.8","4.1","2.8","8.6","3.2","9.7","2.5","11.4","3.2","17.5","3.4","13.6","3.8","12.9","3.5","5.1","2.3","6.1","2.5","54646","4803","76116","8348","(X)","(X)","(X)","(X)","33.2","(X)",
"860Z200US75253","ZCTA5 75253","7189","640","7.1","2.9","3.5","2.0","6.4","3.4","6.8","2.8","14.6","4.8","24.1","5.7","15.4","4.3","14.4","4.6","6.2","2.4","1.7","1.0","60874","11576","71722","5357","40.0","(X)","(X)","(X)","(X)","(X)","5764","652","5.3","3.1","2.8","2.2","5.0","3.4","6.6","3.0","16.1","5.8","22.7","6.7","15.7","4.7","18.0","5.0","6.6","3.2","1.2","0.8","62695","13071","75023","6683","(X)","(X)","41.7","(X)","(X)","(X)","4020","667","5.9","4.0","1.8","1.8","1.0","1.0","7.2","4.2","15.1","6.8","24.5","8.7","18.1","5.8","16.0","5.9","9.1","4.8","1.3","1.0","67163","14953","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1425","317","17.4","10.2","6.4","4.7","11.4","8.0","9.7","6.5","11.9","6.4","23.1","11.3","12.8","12.0","4.1","6.5","1.8","1.9","1.4","2.4","41250","15427","48775","10026","(X)","(X)","(X)","(X)","31.1","(X)",
"860Z200US75254","ZCTA5 75254","12146","783","3.8","1.8","2.9","1.7","7.1","2.7","7.6","2.2","9.9","3.0","24.9","3.8","15.0","3.4","14.7","3.6","6.1","2.1","7.9","2.0","67216","4216","97515","7532","31.9","(X)","(X)","(X)","(X)","(X)","4971","556","3.9","3.0","3.8","4.2","6.5","5.1","3.9","2.6","7.3","3.5","20.1","4.8","13.4","4.6","15.8","4.9","8.9","3.5","16.3","4.7","79766","9546","136542","19313","(X)","(X)","39.1","(X)","(X)","(X)","3548","537","4.1","3.5","0.0","1.4","6.9","6.8","2.3","2.1","4.0","3.3","21.5","6.6","10.5","4.1","18.0","6.1","11.1","4.9","21.7","6.3","103258","28014","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7175","679","4.5","2.6","3.2","1.6","6.3","2.9","11.2","3.6","12.3","4.2","26.4","5.6","16.6","4.8","13.3","4.7","4.1","2.6","2.1","1.3","59525","5481","69391","5125","(X)","(X)","(X)","(X)","27.0","(X)",
"860Z200US75261","ZCTA5 75261","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US75270","ZCTA5 75270","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","15","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US75287","ZCTA5 75287","27984","996","5.3","1.7","2.3","1.0","5.2","1.5","7.2","1.6","16.1","3.0","21.5","3.0","14.6","2.2","12.8","1.9","6.9","1.9","8.2","1.1","63741","3740","94998","4145","30.7","(X)","(X)","(X)","(X)","(X)","12317","682","5.3","2.7","1.4","1.2","4.4","1.7","4.6","1.8","10.1","3.2","18.5","4.7","13.1","3.3","16.3","2.9","11.2","4.0","15.1","2.1","83102","5670","130085","8585","(X)","(X)","35.2","(X)","(X)","(X)","7597","706","4.2","3.0","0.6","1.0","1.8","1.1","2.7","2.2","7.0","3.5","11.9","3.5","12.4","4.0","21.0","4.0","15.4","5.8","23.1","3.0","124392","15831","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15667","1221","5.4","2.3","3.3","1.5","6.1","1.9","9.8","2.5","21.9","4.1","24.2","3.8","14.5","3.1","9.3","2.3","3.1","1.1","2.4","0.9","51974","3000","64895","3580","(X)","(X)","(X)","(X)","26.2","(X)",
